#36864
#36864
#36864
#0
#0
   Index      Gx      Gy      Gz
   25936  -31892   -7391    1378
   25937    1477    7385   31889
   25938   26495  -19021   -3133
   25939  -15598   -8992   27377
   25940   -3109   31710   -7646
   25941   22223   -7548   22864
   25942  -20799  -22208  -12158
   25943  -10394   25076   18352
   25944   28194    -909  -16671
   25945  -13117  -26647   13839
   25946  -15877   19309  -21183
   25947   30331    8165    9327
   25948   -3283  -20064  -25696
   25949  -26978   17962    4814
   25950   10766    6722  -30208
   25951    4344  -32476     302
   25952  -10674    3211   30812
   25953   21363   24485   -4210
   25954    8115  -17779   26300
   25955  -31584     -94   -8722
   25956   10028   22324   21787
   25957   19841  -22468  -13235
   25958  -26614   -8180   17275
   25959    3488   27322  -17747
   25960   25693  -15830   12762
   25961  -19934  -13445  -22260
   25962   -5308   31263    8250
   25963   18270   -4801  -26772
   25964  -20524  -25267    3737
   25965   -4354    8714  -31285
   25966   32733    1251    -774
   25967   -5194  -12746   29736
   25968  -22245   23470   -5287
   25969   19763    6845   25223
   25970   -2865  -31135   -9799
   25971  -22073   12549   20710
   25972   23841   17332  -14312
   25973    5754  -27895   16198
   25974  -26163    5899  -18824
   25975   18452   24426   11685
   25976   10999  -20200  -23337
   25977  -31885   -2345    7173
   25978    5948   16207  -27849
   25979   23287  -22897    2660
   25980   -4789   -1850  -32362
   25981    1849   32662   -1851
   25982   14076   -7359   28659
   25983  -25316  -19805   -6364
   25984   -5236   21522   24146
   25985   30372   -5732  -10876
   25986  -15065  -21475   19634
   25987  -14720   24903  -15389
   25988   28897    3152   15121
   25989   -8102  -24737  -19901
   25990  -22857   20943   10609
   25991   20096    8588  -24414
   25992    -686  -32187    6096
   25993  -13883    6647  -28926
   25994   25051   21061    1584
   25995    1785   -6356   32094
   25996  -32262    4919   -2928
   25997    9642   14829   27582
   25998   17195  -26881   -7440
   25999  -23028   -3336   23069
   26000    8469   29309  -11953
   26001   20541  -17531   18557
   26002  -25641  -12043  -16465
   26003    -411   29601   14044
   26004   23071  -10063  -20978
   26005  -23271  -21006    9532
   26006   -6262   19612  -25490
   26007   32162   -3750    5019
   26008   -6786  -11287  -30003
   26009  -18615   26960     507
   26010   10393    1881   31018
   26011   -7922  -31541   -4005
   26012  -15084   11982   26505
   26013   28147   14451   -8517
   26014    1192  -24260   21993
   26015  -27963   11042  -13030
   26016   19906   19283   17480
   26017    9341  -26051  -17542
   26018  -29993    2431   12968
   26019   11746   21195  -22055
   26020   18893  -25401    8455
   26021  -18740   -4079  -26567
   26022    6808   31808    3942
   26023    8348   -6164  -31080
   26024  -28600  -15980    -569
   26025   -1121   13264   29941
   26026   30508  -10821   -5082
   26027  -14327  -14892   25428
   26028  -11607   29101   -9594
   26029   25196   -1151   20916
   26030  -13416  -26356  -14107
   26031  -17719   22149   16403
   26032   26127    6658  -18619
   26033   -5335  -30063   11891
   26034  -19142   13120  -23132
   26035   27304   16544    7378
   26036    2098  -17465  -27644
   26037  -31128    9821    2866
   26038    4200    4685  -32157
   26039   13187  -29950   -1646
   26040  -15507     161   28864
   26041   13580   29177   -6158
   26042   14290  -16626   24351
   26043  -29732   -8703  -10671
   26044    3650   25821   19839
   26045   24514  -15561  -15183
   26046  -24225  -15871   15326
   26047   -4036   25873  -19696
   26048   29806   -8262   10814
   26049  -14151  -16951  -24208
   26050  -13986   28954    6301
   26051   15767     390  -28721
   26052  -12753  -30130    1789
   26053   -3737    4050   32300
   26054   30996   10271   -2723
   26055   -1823  -17268   27787
   26056  -27567   16166   -7235
   26057   18835   13310   23275
   26058    5777  -30038  -11748
   26059  -26123    6260   18762
   26060   17450   22466  -16260
   26061   13761  -26100   14250
   26062  -25295   -1519  -20773
   26063   11173   29223    9737
   26064   14662  -14809  -25285
   26065  -30328  -11250    5225
   26066     952   13595  -29798
   26067   28824  -15566     712
   26068   -7909   -6018   31223
   26069   -7268   31723   -3799
   26070   18601   -3770   26710
   26071  -18549  -25700   -8312
   26072  -11984   20911   22198
   26073   30016    2867  -12825
   26074   -8937  -26096   17685
   26075  -20246   19057  -17337
   26076   27744   11418   13173
   26077    -848  -24403  -21850
   26078  -28317   14028    8660
   26079   15062   12321  -26362
   26080    8370  -31407    4148
   26081  -10824    1799  -30875
   26082   18227   27226    -364
   26083    6773  -10908   30146
   26084  -32126   -4215   -4876
   26085    5928   19530   25633
   26086   23602  -20698   -9389
   26087  -22815  -10344   21121
   26088     -13   29671  -13901
   26089   25736  -11639   16608
   26090  -20360  -17889  -18414
   26091   -8873   29131   12096
   26092   23214   -3023  -22926
   26093  -16790  -27097    7583
   26094   -9977   14873  -27439
   26095   32176    5380    3071
   26096   -1863   -7020  -31951
   26097  -25356   20703   -1441
   26098   13542    6724   29069
   26099    1149  -32201   -5953
   26100  -20068    8237   24557
   26101   22590   21303  -10466
   26102    8421  -24514   20044
   26103  -29013    2744  -14978
   26104   14323   25045   15532
   26105   15434  -21343  -19491
   26106  -30237   -6157   11019
   26107    4960   21746  -24003
   26108   25575  -19422    6507
   26109  -14194   -7682  -28516
   26110   -2317   32624    1994
   26111    3876   -1433   32505
   26112  -22964  -23237   -2517
   26113   -6097   15902   27992
   26114   31948   -1889   -7030
   26115  -10640  -20226   23480
   26116  -18834   24201  -11542
   26117   25977    6250   18967
   26118   -5368  -28054  -16055
   26119  -24030   16948   14455
   26120   21990   12924  -20567
   26121    3307  -31046    9942
   26122  -20022    6614  -25080
   26123   21890   23769    5430
   26124    5495  -12950  -29593
   26125  -32744     781     917
   26126    4024    8350   31428
   26127   20895  -24982   -3594
   26128  -18003   -5008   26915
   26129    4865   31373   -8107
   26130   20013  -13085   22403
   26131  -25514  -16230  -12619
   26132   -3867   27177   17890
   26133   26813   -7822  -17132
   26134  -19475  -22702   13378
   26135  -10401   22293  -21644
   26136   31542     358    8865
   26137   -7935  -18069  -26157
   26138  -21700   24162    4353
   26139   10996    3480  -30669
   26140   -3877  -32536    -159
   26141  -10565    6388   30351
   26142   26734   18360   -4671
   26143    3539  -19836   25839
   26144  -30486    7739   -9184
   26145   15522   19439   21326
   26146   13528  -26515  -13696
   26147  -28093   -1309   16814
   26148   10069   25312  -18209
   26149   21075  -21866   12301
   26150  -22243   -7913  -22721
   26151    2651   31717    7789
   26152   15914   -8872  -27234
   26153  -26208  -19391    3276
   26154   -1705    7932  -31746
   26155   32000   -6934   -1235
   26156   -8773  -11818   29274
   26157  -15663   28200   -5748
   26158   21387    1753   24762
   26159  -10477  -29302  -10260
   26160  -18519   17906   20249
   26161   27193   10767  -14773
   26162   -1384  -28707   15737
   26163  -23577   12076  -19285
   26164   24086   19170   11224
   26165    5507  -21839  -23798
   26166  -31564    5684    6712
   26167    9360   13584  -28310
   26168   16871  -28003    2199
   26169   -1909    -224   32710
   26170    9913   31145   -2312
   26171   12399  -11171   28198
   26172  -29363  -12840   -6825
   26173     293   22640   23685
   26174   27838  -13043  -11337
   26175  -20195  -17268   19172
   26176   -7987   27543  -15850
   26177   29005   -4174   14660
   26178  -13813  -21638  -20362
   26179  -17007   26104   10147
   26180   21081    3234  -24875
   26181   -8701  -31083    5635
   26182  -11101    9315  -29387
   26183   29523   14169    1122
   26184     190   -8541   31633
   26185  -29981   12779   -3389
   26186   13545   12434   27121
   26187    9926  -30210   -7902
   26188  -23580    2550   22608
   26189   15406   26118  -12414
   26190   15708  -22348   18096
   26191  -27564   -5229  -16927
   26192    7021   28980   13583
   26193   19531  -15249  -21439
   26194  -27889  -14614    9071
   26195   -1149   19971  -25952
   26196   30279  -11664    4558
   26197   -8595   -8467  -30464
   26198  -11318   30750      46
   26199   11799    -857   30556
   26200  -15497  -28523   -4466
   26201  -12000   15854   26044
   26202   30734    6960   -8978
   26203   -4967  -24194   21531
   26204  -24168   17536  -13491
   26205   24328   13861   17019
   26206    2534  -27260  -18003
   26207  -28627    9885   12506
   26208   16359   17292  -22516
   26209   12019  -29415    7994
   26210  -18510     690  -27028
   26211   14536   29158    3481
   26212    5603   -6885  -31541
   26213  -31667   -8353   -1030
   26214    2381   14104   29480
   26215   26790  -18033   -5543
   26216  -18055  -11148   24967
   26217   -3978   30931  -10055
   26218   24475   -7497   20455
   26219  -19407  -22018  -14568
   26220  -11754   26102   15942
   26221   26638     -54  -19080
   26222  -12725  -27948   11430
   26223  -14964   17119  -23593
   26224   30662    9255    6917
   26225   -2217  -16698  -28105
   26226  -27734   17282    2404
   26227    2594    1730  -32618
   26228    5311  -32264   -2107
   26229  -15780    4232   28403
   26230   20358   24806   -6620
   26231    9922  -20110   23890
   26232  -30800   -1021  -11132
   26233   10095   24418   19378
   26234   19699  -20995  -15645
   26235  -27640   -9417   14865
   26236    2497   25712  -20157
   26237   26947  -15501   10353
   26238  -17506  -12592  -24670
   26239   -6354   31609    5840
   26240   14519   -3351  -29182
   26241  -19866  -26023    1328
   26242   -3668    6819   31838
   26243   32535    2228   -3184
   26244   -6315  -16942   27326
   26245  -22597   22445   -7696
   26246   21982    8364   22813
   26247   -1872  -30349  -12209
   26248  -24022   12714   18301
   26249   22281   17250  -16721
   26250    6880  -28917   13788
   26251  -24498    4752  -21234
   26252   18177   25635    9276
   26253   10224  -17499  -25746
   26254  -32245   -3352    4763
   26255    3973   11927  -30259
   26256   24046  -22257     251
   26257  -10400   -4382   30762
   26258     857   32477   -4261
   26259   17646   -8558   26249
   26260  -24267  -20193   -8773
   26261   -6512   23638   21737
   26262   29587   -4664  -13286
   26263  -15312  -23291   17224
   26264  -14707   23250  -17798
   26265   29910    4179   12712
   26266   -6778  -23020  -22311
   26267  -24026   20716    8199
   26268   17074    7914  -26823
   26269     287  -32557    3687
   26270   -8758    3873  -31336
   26271   24425   21825    -825
   26272    4153  -13236   29685
   26273  -32092    3907   -5337
   26274   10898   17922   25172
   26275   17626  -25806   -9850
   26276  -25048   -4404   20660
   26277    7319   28527  -14363
   26278   22235  -17846   16147
   26279  -23888  -12112  -18875
   26280   -1349   30601   11635
   26281   21302   -8536  -23388
   26282  -23084  -22137    7122
   26283   -5718   16203  -27900
   26284   32542   -2803    2610
   26285   -2349   -4189  -32413
   26286  -19389   26345   -1902
   26287   15627    3319   28608
   26288   -6884  -31386   -6414
   26289  -17795   13280   24095
   26290   27043   14931  -10927
   26291    2080  -26188   19583
   26292  -27189    9799  -15439
   26293   20277   20865   15070
   26294    9507  -24190  -19952
   26295  -30979    1572   10558
   26296    9986   19375  -24464
   26297   19990  -25248    6045
   26298  -14841   -3702  -28977
   26299    5882   32198    1533
   26300    5626   -3898   32044
   26301  -27993  -16768   -2979
   26302   -2030   17651   27531
   26303   30371   -9752   -7491
   26304  -15653  -17285   23019
   26305  -12145   27965  -12004
   26306   27037    -418   18506
   26307  -12071  -25596  -16516
   26308  -19198   22566   13994
   26309   24152    6937  -21029
   26310   -4546  -31033    9481
   26311  -17273   11087  -25541
   26312   27181   17611    4969
   26313    1947  -12908  -30054
   26314  -31528    8911     456
   26315    6904    8186   30967
   26316   13994  -29349   -4055
   26317  -19330    -381   26454
   26318   12474   29062   -8568
   26319   16411  -17968   21942
   26320  -28565   -9306  -13080
   26321    3053   27578   17429
   26322   23774  -14104  -17593
   26323  -24679  -17254   12917
   26324   -4447   23774  -22105
   26325   30761   -7535    8404
   26326  -11797  -15031  -26618
   26327  -15028   28856    3892
   26328   10208     561  -31131
   26329  -11854  -30541    -620
   26330   -9397    9587   29890
   26331   30398   11102   -5132
   26332   -1553  -20669   25377
   26333  -27478   15019   -9645
   26334   20183   15196   20865
   26335    6453  -28837  -14157
   26336  -27799    5780   16352
   26337   15869   21754  -18670
   26338   15058  -26584   11840
   26339  -23062   -2085  -23182
   26340   10500   30161    7327
   26341   12690  -12066  -27695
   26342  -30251  -12272    2815
   26343     239    6022  -32207
   26344   29248  -14673   -1697
   26345  -12126   -9818   28813
   26346   -8127   31129   -6209
   26347   21664   -3714   24301
   26348  -17355  -25642  -10722
   26349  -13664   22256   19788
   26350   28782    3628  -15234
   26351   -8560  -27695   15276
   26352  -19572   17339  -19747
   26353   28251   12636   10763
   26354    -101  -22025  -24259
   26355  -29239   13402    6251
   26356   11830   10289  -28772
   26357    9375  -31348    1738
   26358   -5748     778   32249
   26359   17336   27666   -2773
   26360    9645  -14536   27736
   26361  -31535   -5109   -7286
   26362    6044   22310   23224
   26363   23580  -19452  -11798
   26364  -24152  -11841   18711
   26365    -870   28405  -16311
   26366   27261  -11351   14199
   26367  -18493  -17263  -20823
   26368  -10020   29655    9686
   26369   20675   -2061  -25336
   26370  -16204  -28005    5174
   26371   -7865   10993  -29848
   26372   32134    6375     661
   26373   -2295   -9832   31172
   26374  -25814   19810   -3850
   26375   16799    8983   26660
   26376    2084  -31613   -8363
   26377  -22606    8492   22147
   26378   21287   21324  -12875
   26379    9756  -25836   17634
   26380  -27715    1779  -17388
   26381   14112   26501   13122
   26382   14871  -19309  -21900
   26383  -30775   -7240    8609
   26384    3740   19026  -26413
   26385   26471  -18871    4097
   26386   -9363   -5439  -30925
   26387   -3306   32597    -415
   26388   12283   -4126   30095
   26389  -22064  -23717   -4927
   26390   -7902   18887   25583
   26391   31364    -907   -9440
   26392  -11007  -22550   21070
   26393  -18906   22837  -13952
   26394   27278    7440   16558
   26395   -4283  -26727  -18465
   26396  -25420   16804   12045
   26397   19773   12438  -22977
   26398    4333  -31593    7533
   26399  -17092    5080  -27490
   26400   21368   24656    3020
   26401    2942   -6391  -32002
   26402  -32732    -206   -1491
   26403    6189   13902   29018
   26404   21402  -24074   -6004
   26405  -20769   -6459   24506
   26406    3828   30796  -10516
   26407   22146  -13544   19993
   26408  -24084  -16361  -15029
   26409   -4929   28455   15481
   26410   25460   -6600  -19541
   26411  -19387  -24030   10968
   26412  -10011   19870  -24054
   26413   32096    1333    6456
   26414   -6007  -14883  -28566
   26415  -22579   23665    1943
   26416    4260    1491   32454
   26417   -2885  -32538   -2568
   26418  -14906    8409   27942
   26419   25814   18898   -7081
   26420    4702  -22419   23429
   26421  -29919    6641  -11593
   26422   16056   21401   18917
   26423   13729  -25015  -16106
   26424  -29344   -2256   14404
   26425    8695   23936  -20618
   26426   22346  -21827    9892
   26427  -19588   -7641  -25131
   26428    1719   32276    5379
   26429   12393   -6427  -29643
   26430  -25732  -20267     866
   26431   -2261    9164   31377
   26432   32018   -5933   -3645
   26433  -10722  -15393   26865
   26434  -16239   27265   -8158
   26435   23808    2677   22352
   26436   -9310  -28747  -12670
   26437  -20325   18500   17840
   26438   25619   11049  -17183
   26439    -539  -29929   13327
   26440  -22183   10530  -21695
   26441   24088   20388    8815
   26442    5382  -18916  -26208
   26443  -32128    4790    4302
   26444    6181    9576  -30720
   26445   17747  -27543    -209
   26446  -12336   -1829   30300
   26447    8898   31180   -4722
   26448   15419  -13071   25788
   26449  -28411  -13459   -9234
   26450    -428   24916   21275
   26451   27302  -11801  -13747
   26452  -20836  -18934   16763
   26453   -8362   25890  -18259
   26454   30197   -3420   12250
   26455  -12072  -20232  -22772
   26456  -18178   26141    7738
   26457   17843    3291  -27284
   26458   -7838  -31651    3225
   26459   -6211    4900  -31797
   26460   29077   15050   -1286
   26461     776  -14799   29224
   26462  -30034   11745   -5799
   26463   15405   15023   24711
   26464   10595  -29241  -10311
   26465  -25723    1999   20199
   26466   14080   25605  -14824
   26467   17245  -23025   15686
   26468  -25829   -5712  -19336
   26469    6347   30141   11174
   26470   18119  -13287  -23849
   26471  -27955  -15741    6661
   26472   -1436   16347  -28361
   26473   30851  -10828    2149
   26474   -1829   -1914   32659
   26475  -12209   30315   -2363
   26476   16760    -709   28147
   26477  -14438  -28599   -6875
   26478  -14236   17674   23634
   26479   29747    7686  -11388
   26480   -4562  -26214   19122
   26481  -23686   16118  -15901
   26482   25033   15282   14609
   26483    3141  -25438  -20413
   26484  -29758    9281   10097
   26485   14144   15884  -24926
   26486   13109  -29506    5584
   26487  -14388     102  -29438
   26488   13721   29736    1072
   26489    5711   -6600   31582
   26490  -31242   -9258   -3440
   26491    2523   18289   27070
   26492   26892  -16946   -7952
   26493  -19836  -13089   22557
   26494   -4771   29925  -12465
   26495   26380   -7218   18045
   26496  -17888  -21573  -16977
   26497  -13068   26827   13532
   26498   24725     695  -21490
   26499  -12182  -29049    9020
   26500  -13568   14608  -26002
   26501   30773   10311    4507
   26502   -1214  -11874  -30515
   26503  -28319   16482      -4
   26504    9744    6935   30506
   26505    6235  -31849   -4517
   26506  -19416    4584   25993
   26507   19239   24939   -9029
   26508   11612  -21849   21481
   26509  -29777   -1888  -13542
   26510    9923   26215   16968
   26511   19303  -19367  -18054
   26512  -28379  -10634   12456
   26513    1582   23704  -22567
   26514   28021  -15013    7943
   26515  -14645  -11220  -27079
   26516   -7382   31739    3431
   26517    8527   -1698  -31592
   26518  -19077  -26618   -1081
   26519   -7205   12476   29429
   26520   32129    3176   -5593
   26521   -6827  -20154   24916
   26522  -22767   21288  -10106
   26523   23676    9836   20404
   26524    -921  -29310  -14618
   26525  -25719   12634   15891
   26526   20534   16911  -19131
   26527    8011  -29664   11379
   26528  -22390    3646  -23643
   26529   17735   26682    6866
   26530    8887  -14208  -28156
   26531  -32390   -4359    2354
   26532     727    2425  -32669
   26533   24653  -21475   -2158
   26534  -14937   -6832   28352
   26535    -121   32080   -6670
   26536   20512   -9195   23839
   26537  -23070  -20405  -11183
   26538   -7793   25285   19327
   26539   28534   -3620  -15695
   26540  -15311  -24894   14814
   26541  -14440   21372  -20208
   26542   30662    5231   10302
   26543   -5450  -20805  -24720
   26544  -25049   20314    5789
   26545   13235    6626  -29233
   26546    1276  -32717    1277
   26547   -7363    2994   31788
   26548   23647   22449   -3235
   26549    5956  -17153   27275
   26550  -31706    2892   -7747
   26551   11632   20498   22763
   26552   17888  -24563  -12260
   26553  -26648   -5519   18250
   26554    6169   27464  -16772
   26555   23750  -17912   13738
   26556  -21869  -11931  -21285
   26557   -2331   31354    9225
   26558   18971   -6945  -25797
   26559  -22716  -23139    4713
   26560   -4495   11608  -30310
   26561   32715   -1826     200
   26562   -5284  -10127   30711
   26563  -20034   25567   -4311
   26564   19118    4667   26198
   26565   -5828  -31013   -8824
   26566  -20120   14090   21686
   26567   25753   15250  -13336
   26568    3048  -27738   17173
   26569  -26120    8532  -17849
   26570   20399   22298   12661
   26571    9429  -22016  -22361
   26572  -31730     651    8148
   26573    8082   16915  -26874
   26574   20975  -24909    3636
   26575   -9056   -2552  -31386
   26576    4912   32384    -876
   26577   11727   -7611   29634
   26578  -27213  -17437   -5388
   26579   -3032   20817   25122
   26580   30014   -8647   -9901
   26581  -16521  -19389   20609
   26582  -12530   26625  -14413
   26583   28537     419   16096
   26584  -10674  -24525  -18926
   26585  -20556   22735   11584
   26586   21806    6982  -23438
   26587   -3681  -31782    7071
   26588  -14662    8799  -27951
   26589   26866   18582    2559
   26590     795   -4375  -32463
   26591  -31729    7943   -1953
   26592    9983   12588   28557
   26593   14693  -28565   -6465
   26594  -22232   -1110   24045
   26595   11316   28724  -10978
   26596   18320  -18881   19532
   26597  -27171   -9768  -15490
   26598    2329   29028   15020
   26599   22709  -12562  -20003
   26600  -24888  -18542   10507
   26601   -4640   21239  -24515
   26602   31505   -6717    5995
   26603   -9019  -12234  -29028
   26604  -15989   28562    1482
   26605    7052     601   31993
   26606  -10882  -30758   -3029
   26607  -12870   12362   27480
   26608   29608   11837   -7542
   26609   -1048  -23345   22968
   26610  -27164   13800  -12054
   26611   21128   16930   18455
   26612    7003  -27388  -16567
   26613  -29200    5158   13943
   26614   14165   20703  -21079
   26615   16282  -26825    9430
   26616  -20314   -2456  -25592
   26617    9723   30902    4918
   26618    9640   -8627  -30104
   26619  -29975  -13227     405
   26620     104   10855   30916
   26621   29483  -13694   -4106
   26622  -14705  -12659   26404
   26623   -8905   30332   -8619
   26624   24143   -3393   21891
   26625  -16069  -25357  -13131
   26626  -15241   23223   17379
   26627   27277    4278  -17644
   26628   -8027  -29046   12866
   26629  -18543   15455  -22156
   26630   28519   13803    8354
   26631     486  -19031  -26669
   26632  -29977   12660    3841
   26633    7394    6833  -31181
   26634   10329  -31088    -671
   26635  -13463    1410   29839
   26636   16345   27922   -5183
   26637   12011  -16968   25327
   26638  -30731   -5935   -9696
   26639    5877   24614   20814
   26640   23332  -18093  -14208
   26641  -25132  -13276   16302
   26642   -1634   26842  -18721
   26643   28565  -10895   11789
   26644  -16406  -16269  -23233
   26645  -11135   29945    7277
   26646   17389   -1205  -27746
   26647  -15492  -28740    2764
   26648   -3485    4573  -32258
   26649   31888    7332   -1747
   26650   -3105  -15385   28762
   26651  -26095   18802   -6260
   26652   19110   10972   24250
   26653    2967  -30802  -10772
   26654  -24750    8454   19737
   26655   19848   21120  -15285
   26656   11064  -26822   15225
   26657  -26094     886  -19797
   26658   13724   27758   10712
   26659   13924  -16993  -24310
   26660  -31083   -8310    6200
   26661    2543   15376  -28822
   26662   27206  -18183    1687
   26663   -5159   -3209   32198
   26664   -4272   32364   -2824
   26665   16774   -5077   27686
   26666  -21036  -24026   -7337
   26667   -9582   21091   23173
   26668   30549      38  -11849
   26669  -11079  -24549   18661
   26670  -18754   21312  -16362
   26671   28265    8634   14148
   26672   -3242  -25048  -20874
   26673  -26634   16474    9636
   26674   17194   11554  -25387
   26675    5362  -31916    5123
   26676  -12958    3429  -29899
   26677   20699   25393     611
   26678    4566   -9178   31121
   26679  -32512   -1186   -3901
   26680    7246   17694   26609
   26681   21745  -23022   -8413
   26682  -22876   -7878   22096
   26683    2811   29977  -12926
   26684   24012  -13707   17584
   26685  -22466  -16273  -17438
   26686   -6019   29437   13071
   26687   23722   -5391  -21951
   26688  -19108  -25204    8559
   26689   -9210   16985  -26464
   26690   32432    2329    4046
   26691   -3698  -10022  -30976
   26692  -23322   23011    -465
   26693   12205    4690   30044
   26694   -1886  -32331   -4978
   26695  -18183    9547   25532
   26696   24735   19281   -9490
   26697    5899  -24434   21019
   26698  -29100    5544  -14003
   26699   16295   23143   16507
   26700   13716  -23296  -18515
   26701  -30318   -3254   11994
   26702    7294   22139  -23028
   26703   23483  -21592    7482
   26704  -16337   -6948  -27540
   26705     752   32623    2969
   26706    6129   -2947  -32053
   26707  -25089  -21018   -1542
   26708   -4116   14750   28968
   26709   31826   -4909   -6055
   26710  -11919  -18262   24455
   26711  -16667   26156  -10567
   26712   25736    3683   19943
   26713   -8124  -27933  -15080
   26714  -21954   18803   15430
   26715   23792   11124  -19592
   26716     375  -30892   10918
   26717  -20328    8908  -24105
   26718   23891   21490    6405
   26719    4828  -15211  -28617
   26720  -32485    3845    1893
   26721    2513    4165   32403
   26722   18511  -26909   -2619
   26723  -16927   -3034   27891
   26724    7844   31004   -7131
   26725   17952  -14311   23378
   26726  -27271  -13941  -11644
   26727   -1268   26760   18866
   26728   26496  -10515  -16156
   26729  -21192  -20458   14353
   26730   -8540   23947  -20669
   26731   31147   -2579    9841
   26732  -10194  -18319  -25181
   26733  -19250   25974    5328
   26734   13541    2922  -29694
   26735   -6911  -32019     816
   26736   -7718    5720   31327
   26737   28449   15831   -3696
   26738    1553  -18768   26814
   26739  -29878   10656   -8208
   26740   16673   17271   22301
   26741   11139  -28067  -12721
   26742  -27486    1303   17789
   26743   12685   24814  -17233
   26744   18673  -23424   13276
   26745  -23761   -6012  -21746
   26746    5571   31077    8764
   26747   16147  -11108  -26258
   26748  -27816  -16788    4251
   26749   -1323   11182  -30771
   26750   31230   -9913    -260
   26751   -8422   -9362   30250
   26752  -13011   29691   -4773
   26753   20277    -246   25737
   26754  -13309  -28465   -9285
   26755  -16238   18959   21225
   26756   28537    8300  -13798
   26757   -3993  -27900   16712
   26758  -22916   14603  -18310
   26759   25466   16621   12200
   26760    3584  -23236  -22823
   26761  -30680    8562    7687
   26762   11602   13849  -27335
   26763   14134  -29390    3175
   26764   -7703    -177  -31848
   26765   12813   30127   -1337
   26766   10098  -10982   29173
   26767  -30621  -10088   -5849
   26768    2302   21452   24660
   26769   26787  -15771  -10362
   26770  -21128  -14876   20148
   26771   -5464   28680  -14874
   26772   27991   -6758   15635
   26773  -16240  -20833  -19387
   26774  -14327   27288   11123
   26775   22377    1305  -23899
   26776  -11513  -29956    6610
   26777  -11463   11618  -28412
   26778   30677   11319    2098
   26779    -230   -3205   32609
   26780  -28725   15577   -2414
   26781   13435   10185   28096
   26782    7098  -31229   -6926
   26783  -22286    4557   23584
   26784   18012   24866  -11439
   26785   13209  -23140   19071
   26786  -28496   -2672  -15951
   26787    9559   27754   14559
   26788   18603  -17572  -20464
   26789  -28862  -11820   10046
   26790     773   21195  -24976
   26791   28914  -14386    5533
   26792  -11072   -9025  -29489
   26793   -8378   31661    1021
   26794    8787   -1476   31532
   26795  -18171  -27041   -3491
   26796   -9750   15764   27019
   26797   31511    4078   -8003
   26798   -6957  -22774   22507
   26799  -22733   20005  -12516
   26800   24959   11264   17994
   26801     -35  -27994  -17028
   26802  -27189   12353   13482
   26803   18577   16264  -21541
   26804    9130  -30163    8969
   26805  -19700    2600  -26053
   26806   17146   27564    4457
   26807    6560   -9816  -30566
   26808  -32327   -5347     -55
   26809    3122   11678   30455
   26810   25097  -20564   -4567
   26811  -17942   -8870   25942
   26812   -1068   31465   -9080
   26813   22914   -9452   21430
   26814  -21726  -20417  -13592
   26815   -9070   26555   16917
   26816   27184   -2618  -18105
   26817  -15101  -26300   12405
   26818  -13859   19235  -22617
   26819   31173    6292    7892
   26820   -4117  -17906  -27130
   26821  -25921   19756    3380
   26822    7490    4037  -31642
   26823    2263  -32669   -1132
   26824  -13601    5057   29378
   26825   22727   22918   -5644
   26826    7604  -19938   24866
   26827  -31095    1893  -10157
   26828   11994   22705   20353
   26829   17954  -23153  -14669
   26830  -27899   -6661   15841
   26831    5038   26083  -19182
   26832   25095  -17764   11328
   26833  -19532  -11433  -23694
   26834   -3339   31875    6816
   26835   15823   -5257  -28207
   26836  -22184  -24004    2303
   26837    -684    1620  -32719
   26838   32681    -836   -2208
   26839   -7194  -14863   28301
   26840  -20532   24635   -6721
   26841   21719    6001   23789
   26842   -4769  -30409  -11234
   26843  -22152   14538   19276
   26844   24272   15380  -15746
   26845    4071  -28967   14764
   26846  -24710    7255  -20259
   26847   20304   23586   10251
   26848    9035  -19452  -24771
   26849  -32258    -310    5739
   26850    5934   13449  -29284
   26851   21836  -24399    1226
   26852   -7773   -2445   31737
   26853    3914   32365   -3285
   26854   15587   -9461   27224
   26855  -26265  -17971   -7798
   26856   -4108   23258   22712
   26857   29419   -7523  -12310
   26858  -17038  -21263   18199
   26859  -12735   25068  -16823
   26860   29741    1334   13687
   26861   -9232  -23091  -21335
   26862  -21790   22686    9174
   26863   18984    6716  -25848
   26864   -2758  -32316    4662
   26865  -10754    6020  -30360
   26866   26374   19443     149
   26867    2410  -11304   30660
   26868  -31726    6932   -4362
   26869   11798   15835   26148
   26870   15267  -27600   -8875
   26871  -24529   -1968   21635
   26872   10117   28143  -13387
   26873   20050  -19454   17123
   26874  -25535  -10059  -17900
   26875    1508   30205   12610
   26876   21255  -10934  -22412
   26877  -24877  -19728    8098
   26878   -4534   18114  -26925
   26879   32044   -5828    3585
   26880   -5255   -7598  -31437
   26881  -16853   28084    -926
   26882   13994    1620   29583
   26883   -9854  -30773   -5439
   26884  -15649   14149   25071
   26885   28625   12458   -9951
   26886    -374  -25512   20558
   26887  -26602   12520  -14464
   26888   21745   18529   16046
   26889    7395  -25668  -18976
   26890  -30349    4422   11533
   26891   12325   19235  -23489
   26892   17425  -26846    7021
   26893  -16824   -2551  -28002
   26894    8861   31446    2508
   26895    3105   -2614  -32514
   26896  -29510  -14099   -2003
   26897    -331   16152   28506
   26898   29518  -12643   -6516
   26899  -16464  -15061   23994
   26900   -9581   29329  -11028
   26901   26188   -2878   19481
   26902  -14698  -24821  -15541
   26903  -16720   23875   14969
